Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2024 - 2025,2025 Spring,GRAD,UGRD,Vaibhavi,Nagar,,ACCT,2301,7,6,9,27,13,6,0,0,1,1,0,0,63
2024 - 2025,2025 Spring,GRAD,UGRD,Rahul,Garg,,ACCT,2301,8,8,18,20,8,2,0,0,0,4,0,0,60
2024 - 2025,2025 Spring,GRAD,UGRD,Chandrani,Chatterjee,,ACCT,3303,4,3,20,2,1,1,0,0,1,2,0,0,30
2024 - 2025,2025 Spring,GRAD,GRAD,Nicholas,Mitchell,,ACCT,5133,1,9,5,0,0,0,0,0,0,1,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Xiaojing,Li,,ACCT,5301,70,44,4,0,0,0,2,0,0,3,0,0,53
2024 - 2025,2025 Spring,GRAD,GRAD,Xiaojing,Li,,ACCT,5301,71,45,5,0,0,0,2,0,0,2,0,0,54
2024 - 2025,2025 Spring,GRAD,GRAD,Jivas,Chakravarthy,,ACCT,5307,1,12,22,2,0,0,0,0,0,2,0,0,38
2024 - 2025,2025 Spring,GRAD,GRAD,Jivas,Chakravarthy,,ACCT,5307,2,18,12,1,1,0,0,0,0,1,0,0,33
2024 - 2025,2025 Spring,GRAD,GRAD,Bin,Srinidhi,,ACCT,5307,60,23,26,8,1,1,0,0,0,2,0,0,61
2024 - 2025,2025 Spring,GRAD,GRAD,Ramgopal,Venkataraman,,ACCT,5307,60,23,26,8,1,1,0,0,0,2,0,0,61
2024 - 2025,2025 Spring,GRAD,GRAD,Stephanie,Rasmussen,,ACCT,5307,60,23,26,8,1,1,0,0,0,2,0,0,61
2024 - 2025,2025 Spring,GRAD,GRAD,Li-Chin,Ho,,ACCT,5307,70,13,2,0,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Tao,Ma,,ACCT,5307,71,53,6,0,0,0,1,0,0,0,0,0,60
2024 - 2025,2025 Spring,GRAD,GRAD,Nicholas,Mitchell,,ACCT,5311,1,1,0,1,2,1,0,0,0,4,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Meng,Li,,ACCT,5316,1,10,5,0,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Cheryl,Prachyl,,ACCT,5319,1,5,8,6,0,0,0,0,0,3,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Cheryl,Prachyl,,ACCT,5321,1,7,9,2,1,0,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,GRAD,GRAD,Nandu,Nagarajan,,ACCT,5322,1,6,1,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Jivas,Chakravarthy,,ACCT,5324,1,4,3,1,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Md Ruhul,Amin,,ACCT,5329,1,10,16,3,0,0,0,0,0,0,0,0,29
2024 - 2025,2025 Spring,GRAD,GRAD,Sandra,Henderson,,ACCT,5329,1,10,16,3,0,0,0,0,0,0,0,0,29
2024 - 2025,2025 Spring,GRAD,GRAD,Md Ruhul,Amin,,ACCT,5335,1,15,2,0,0,0,0,0,0,1,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Sandra,Henderson,,ACCT,5335,1,15,2,0,0,0,0,0,0,1,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Bethane,Hall,,ACCT,5340,1,10,8,2,3,1,0,0,0,6,0,0,30
2024 - 2025,2025 Spring,GRAD,GRAD,Faisal,Mashi,,ACCT,5341,1,4,1,1,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Sandra,Henderson,,ACCT,5380,3,21,5,0,0,0,0,0,0,2,0,0,28
2024 - 2025,2025 Spring,GRAD,GRAD,Terra,McGhee,,ACCT,5399,1,0,0,0,0,0,0,6,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Ankur,Jain,,AE,5101,1,0,0,0,0,0,0,7,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Animesh,Chakravarthy,,AE,5303,1,2,3,0,2,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Bo,Wang,,AE,5311,1,8,4,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Frank,Lu,,AE,5326,1,8,0,2,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Kapil,Aryal,,AE,5327,1,14,0,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Seiichi,Nomura,,AE,5332,4,6,9,3,0,0,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Seiichi,Nomura,,AE,5332,5,4,3,0,0,1,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Kamesh,Subbarao,,AE,5336,1,6,1,1,0,0,0,0,0,1,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Animesh,Chakravarthy,,AE,5362,1,3,5,1,2,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Animesh,Chakravarthy,,AE,5362,2,5,2,0,0,0,0,0,0,2,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Luca,Maddalena,,AE,5381,1,6,0,1,0,0,0,0,0,1,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Marisa,Gomez,,ARCH,5304,1,3,3,1,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Carroll,Wright,,ARCH,5311,1,6,5,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Mahmoud,Bayat,,ARCH,5324,1,8,1,0,1,1,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Justin,Dowhower,,ARCH,5326,1,4,26,19,1,2,0,0,0,1,0,0,53
2024 - 2025,2025 Spring,GRAD,GRAD,Mahmoud,Bayat,,ARCH,5328,1,47,0,0,0,0,0,0,0,0,0,0,47
2024 - 2025,2025 Spring,GRAD,GRAD,David,Messersmith,,ARCH,5331,1,8,7,0,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,David,Messersmith,,ARCH,5331,2,3,11,1,0,0,0,0,0,1,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Bradley,Bell,,ARCH,5333,1,10,9,2,0,0,0,0,0,0,0,0,21
2024 - 2025,2025 Spring,GRAD,GRAD,Edward,Nelson,,ARCH,5336,1,22,0,0,0,0,0,0,0,0,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Amanda,Aman,,ARCH,5343,1,8,1,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,John,Maruszczak,,ARCH,5345,1,1,8,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Dennis,Chiessa,,ARCH,5364,1,6,4,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Atefe,Makhmalbaf,,ARCH,5368,1,6,2,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Mehdi,Farahbakhsh,,ARCH,5395,1,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Sara,Aoki,,ARCH,5592,1,5,4,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Gregory,Ibanez,,ARCH,5594,1,4,1,5,1,1,0,0,0,1,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Michael,Shaw,,ARCH,5594,1,4,1,5,1,1,0,0,0,1,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Shadi,Nazarian,,ARCH,5670,1,5,7,2,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Michael,Malone,,ARCH,5670,2,6,7,2,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Michael,Porter,,ARCH,5670,3,5,4,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Bang,Dang,Rizwan Faruqui,ARCH,5672,1,10,4,2,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Bijan,Youssefzadeh,,ARCH,5672,2,10,3,1,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Thad,Reeves,,ARCH,5672,3,6,9,0,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Fletcher,Coleman,,ART,5320,1,6,1,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Afshan,Boodhwani,Ce Bian,ASDS,5301,1,21,0,0,0,0,1,0,0,0,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Erol,Ozkan,Ce Bian,ASDS,5302,1,18,6,0,0,1,1,0,0,0,0,0,26
2024 - 2025,2025 Spring,GRAD,GRAD,Afshan,Boodhwani,Ce Bian,ASDS,5303,1,19,3,0,0,0,1,0,0,0,0,0,23
2024 - 2025,2025 Spring,GRAD,GRAD,Pedro,Maia,,ASDS,5305,1,29,3,1,0,0,0,0,0,0,0,0,33
2024 - 2025,2025 Spring,GRAD,GRAD,Mahmoud,Jawad,,ASDS,5306,1,23,15,5,1,1,0,0,0,0,0,0,45
2024 - 2025,2025 Spring,GRAD,GRAD,Qiang,Zheng,,ASDS,6301,2,42,4,2,0,0,0,0,0,0,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Erol,Ozkan,,ASDS,6302,2,40,4,0,0,0,0,0,0,0,0,0,44
2024 - 2025,2025 Spring,GRAD,GRAD,Mahmoud,Jawad,,ASDS,6303,2,35,5,1,0,0,0,0,0,0,0,0,41
2024 - 2025,2025 Spring,GRAD,GRAD,Mei,Yang,,ASDS,6304,1,18,2,0,0,0,0,0,0,0,0,0,20
2024 - 2025,2025 Spring,GRAD,GRAD,Qiang,Zheng,,ASDS,6305,1,19,1,2,0,0,0,0,0,0,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Daniel,Usera,,BCOM,5375,2,9,3,0,0,0,0,0,0,1,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Hao,Xu,,BE,5309,25,6,2,1,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Cheng-Jen,Chuong,,BE,5310,2,5,2,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Jun,Liao,,BE,5314,11,9,5,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Liping,Tang,,BE,5318,5,8,2,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Georgios,Alexandrakis,,BE,5324,3,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Yi,Hong,,BE,5333,6,7,4,2,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Hanli,Liu,,BE,5343,9,13,7,2,1,0,0,0,0,0,0,0,23
2024 - 2025,2025 Spring,GRAD,GRAD,Baohong,Yuan,,BE,5344,14,11,3,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Kytai,Nguyen,,BE,5372,4,17,1,0,0,0,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Tanveer Ashwini,Teranikar,,BE,5382,3,9,0,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Georgios,Alexandrakis,,BE,6102,13,0,0,0,0,0,0,14,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Justyn,Jaworski,,BE,6102,13,0,0,0,0,0,0,14,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,UGRD,Esther,Betran,,BIOL,3315,3,29,22,25,10,5,0,0,2,12,0,0,105
2024 - 2025,2025 Spring,GRAD,UGRD,Matthew,Fujita,,BIOL,3317,1,15,0,2,0,0,0,0,0,0,0,0,17
2024 - 2025,2025 Spring,GRAD,UGRD,Corey,Roelke,,BIOL,3320,1,30,5,0,0,0,0,0,0,0,0,0,35
2024 - 2025,2025 Spring,GRAD,GRAD,Shawn,Christensen,,BIOL,5101,1,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Heather,Charles,,BIOL,5309,1,5,2,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Matthew,Fujita,,BIOL,5335,1,10,1,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Jeffery,Demuth,,BIOL,5340,1,6,6,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Jeffery,Demuth,,BIOL,5340,2,40,0,0,0,1,0,0,0,0,0,0,41
2024 - 2025,2025 Spring,GRAD,GRAD,Allan,Clark,,BIOL,5359,2,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Shawn,Christensen,,BIOL,5359,2,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Matthew,Fujita,,BIOL,6301,1,23,0,0,0,0,0,0,0,0,0,0,23
2024 - 2025,2025 Spring,GRAD,GRAD,Mark,Pellegrino,,BIOL,6302,1,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,GRAD,GRAD,Luke,Frishkoff,,BIOL,6303,1,13,0,0,0,0,0,0,0,1,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Roger,Meiners,,BLAW,5330,6,13,9,1,0,0,0,0,0,0,0,0,23
2024 - 2025,2025 Spring,GRAD,GRAD,Scott,Smith,,BLAW,5332,1,12,4,0,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Wendy,Casper,,BSAD,6311,1,2,6,0,0,0,0,0,0,1,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Mahmut,Yasar,,BSAD,6318,1,5,6,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Lars,Johnson,,BSAD,6321,1,3,3,0,0,0,0,0,0,1,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Tzu-Wen,Lin,,BSTAT,5301,1,7,3,2,0,0,0,0,0,2,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Jiaxiu,He,,BSTAT,5325,1,10,7,7,6,1,0,0,0,0,0,0,31
2024 - 2025,2025 Spring,GRAD,GRAD,Mohammad,Najafi,,CE,5191,5,0,0,0,0,0,0,16,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Mohammad Adnan Rajib,Bhuiyan,,CE,5300,3,14,3,1,0,0,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Jinzhu,Yu,,CE,5300,4,15,4,1,0,0,0,0,0,0,0,0,20
2024 - 2025,2025 Spring,GRAD,GRAD,Maria,Konsta Gdoutos,,CE,5302,1,14,0,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Panagiotis,Danoglidis,,CE,5302,1,14,0,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Himan,Hojat Jalali,,CE,5303,1,15,3,1,1,0,1,0,0,1,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Shih-Ho,Chao,,CE,5304,1,15,3,3,0,0,0,0,0,1,0,0,22
2024 - 2025,2025 Spring,GRAD,GRAD,Raad,Azzawi,,CE,5307,1,8,5,0,0,0,0,0,0,1,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Raad,Azzawi,,CE,5307,101,3,4,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Juan,Balderrama,,CE,5308,1,10,1,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Juan,Balderrama,,CE,5308,101,3,4,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Raad,Azzawi,,CE,5311,1,6,2,6,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Raad,Azzawi,,CE,5311,101,0,8,0,0,0,0,0,0,2,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Somin,Park,,CE,5327,1,4,6,2,0,1,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Pengfei,Li,,CE,5330,1,10,3,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Nelson,Gomez-Torres,,CE,5332,1,0,5,2,0,2,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Pengfei,Li,,CE,5333,1,13,0,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Stefan,Romanoschi,,CE,5336,1,2,3,2,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Stefan,Romanoschi,,CE,5336,101,7,2,1,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Nilo,Tsung,,CE,5340,1,7,4,0,0,1,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Nilo,Tsung,,CE,5342,1,10,6,0,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Md Nazmus,Sakib,,CE,5343,1,8,1,0,0,0,0,0,0,1,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Mohammad,Najafi,,CE,5344,1,4,6,1,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Daniel,Atambo,,CE,5350,1,16,0,0,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,GRAD,GRAD,Michelle,Hummel,,CE,5354,1,8,4,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Niloofar,Parsaeifard,,CE,5355,1,5,3,0,1,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Yu,Zhang,,CE,5357,1,6,3,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Xinbao,Yu,,CE,5364,1,12,2,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Laureano,Hoyos,,CE,5367,1,8,0,0,0,0,0,0,0,1,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Laureano,Hoyos,,CE,5367,101,8,1,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Md Asif,Akhtar,,CE,5369,1,10,0,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Kawalpreet,Kaur,,CE,5377,1,5,2,0,0,1,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Md,Faysal,,CE,6313,1,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Md,Hossain,,CE,6313,1,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,UGRD,Frederick,Macdonnell,,CHEM,3317,1,15,13,17,7,1,0,0,0,4,0,0,57
2024 - 2025,2025 Spring,GRAD,GRAD,Junha,Jeon,,CHEM,5011,1,19,0,0,0,0,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,GRAD,GRAD,Purnendu,Dasgupta,,CHEM,5326,1,3,2,2,1,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Subhrangsu,Mandal,,CHEM,5332,1,6,4,2,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,He,Dong,,CHEM,5358,1,3,9,2,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Kevin,Schug,,CHEM,5381,1,6,8,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Rasika,Dias,,CHEM,5383,1,17,0,0,0,0,0,0,0,0,0,0,17
2024 - 2025,2025 Spring,GRAD,UGRD,Vinayak,Kaushal,,CM,4306,1,3,7,5,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Nilo,Tsung,,CM,5340,1,31,30,2,0,0,0,0,0,1,0,0,64
2024 - 2025,2025 Spring,GRAD,GRAD,Nilo,Tsung,,CM,5340,101,4,4,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Nilo,Tsung,,CM,5342,1,27,24,2,0,0,0,0,0,1,0,0,54
2024 - 2025,2025 Spring,GRAD,GRAD,Nilo,Tsung,,CM,5342,101,12,2,1,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,Md Nazmus,Sakib,,CM,5343,1,9,2,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,GRAD,GRAD,Mohammad,Najafi,,CM,5344,1,32,21,6,1,0,0,0,0,1,0,0,61
2024 - 2025,2025 Spring,GRAD,GRAD,Daniel,Atambo,,CM,5350,1,52,5,0,0,0,1,0,0,0,0,0,58
2024 - 2025,2025 Spring,GRAD,GRAD,Niloofar,Parsaeifard,,CM,5355,1,12,28,8,0,0,0,0,0,0,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Niloofar,Parsaeifard,,CM,5355,101,8,2,2,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Kawalpreet,Kaur,,CM,5377,1,20,9,3,3,3,0,0,0,0,0,0,38
2024 - 2025,2025 Spring,GRAD,GRAD,Zhe,Yin,,CM,5378,1,8,25,16,6,7,0,0,0,0,0,0,62
2024 - 2025,2025 Spring,GRAD,GRAD,Karthikeyan,Loganathan,,CM,5379,1,26,9,4,2,0,0,0,0,0,0,0,41
2024 - 2025,2025 Spring,GRAD,GRAD,Arpita,Bhatt,,CM,5382,1,12,21,3,1,0,0,0,0,0,0,0,37
2024 - 2025,2025 Spring,GRAD,GRAD,Nilo,Tsung,,CM,5386,1,23,10,0,0,0,0,0,0,1,0,0,34
2024 - 2025,2025 Spring,GRAD,GRAD,Nilo,Tsung,,CM,5387,1,26,7,2,0,0,0,0,0,0,0,0,35
2024 - 2025,2025 Spring,GRAD,GRAD,Molly,Cummins,,COMM,5306,1,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Chunke,Su,,COMM,5323,1,12,2,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Chyng-Yang,Jang,,COMM,5353,1,6,4,0,0,0,0,0,0,2,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Seokjin,Jeong,,CRCJ,5310,1,8,1,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,James,Kelsay,,CRCJ,5319,1,9,7,0,1,1,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,James,Kelsay,,CRCJ,5319,3,4,7,0,1,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,GRAD,GRAD,Robert,Bing,,CRCJ,5342,2,5,5,0,1,2,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Robert,Bing,,CRCJ,5360,1,7,13,0,0,1,0,0,0,0,0,0,21
2024 - 2025,2025 Spring,GRAD,GRAD,Fangzhou,Wang,,CRCJ,5393,1,13,1,0,0,1,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,GRAD,GRAD,David,Levine,,CSE,5191,1,0,0,0,0,0,0,14,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,David,Levine,,CSE,5192,1,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5301,3,10,7,0,0,0,0,0,0,1,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Negin,Fraidouni,,CSE,5301,4,24,11,11,0,2,0,0,0,0,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Negin,Fraidouni,,CSE,5301,9,11,12,7,1,0,0,0,0,0,0,0,31
2024 - 2025,2025 Spring,GRAD,GRAD,David,Levine,,CSE,5305,1,5,0,1,0,1,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,GRAD,GRAD,Jia,Rao,,CSE,5306,1,7,7,3,0,1,0,0,0,0,0,0,18
2024 - 2025,2025 Spring,GRAD,GRAD,Jiayi,Meng,,CSE,5306,2,37,6,1,0,0,0,0,0,1,0,0,45
2024 - 2025,2025 Spring,GRAD,GRAD,Md Hasanuzzaman,Noor,,CSE,5306,4,44,8,3,2,0,0,0,0,0,0,0,57
2024 - 2025,2025 Spring,GRAD,GRAD,Kelly,French,,CSE,5307,1,8,4,2,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,GRAD,GRAD,Bhanu,Jain,,CSE,5311,2,6,1,1,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,GRAD,GRAD,Negin,Fraidouni,,CSE,5311,4,8,1,1,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Negin,Fraidouni,,CSE,5311,5,14,9,4,0,0,0,0,0,0,0,0,27
2024 - 2025,2025 Spring,GRAD,GRAD,Larz,White,,CSE,5311,6,48,0,0,0,0,0,0,0,0,0,0,48
2024 - 2025,2025 Spring,GRAD,GRAD,Md Salik,Parwez,,CSE,5315,1,25,6,6,0,1,0,0,0,0,0,0,38
2024 - 2025,2025 Spring,GRAD,GRAD,Md Salik,Parwez,,CSE,5315,2,15,9,4,0,0,0,0,0,0,0,0,28
2024 - 2025,2025 Spring,GRAD,GRAD,Nicholas,Gans,,CSE,5315,3,33,20,4,0,0,0,0,0,0,0,0,57
2024 - 2025,2025 Spring,GRAD,GRAD,Md Hasanuzzaman,Noor,,CSE,5317,1,9,0,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,GRAD,GRAD,Bob,Weems,,CSE,5319,1,27,0,0,0,0,0,0,0,0,0,0,27
2024 - 2025,2025 Spring,GRAD,GRAD,Elizabeth,Diaz,,CSE,5320,1,27,0,0,0,0,0,0,0,0,0,0,27
2024 - 2025,2025 Spring,GRAD,GRAD,John,Robb,,CSE,5321,1,22,13,1,1,1,0,0,0,0,0,0,38
2024 - 2025,2025 Spring,GRAD,GRAD,Mike,Siok,,CSE,5324,1,14,12,0,0,1,0,0,0,0,0,0,27
2024 - 2025,2025 Spring,GRAD,GRAD,Mike,Siok,,CSE,5324,2,5,5,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,GRAD,GRAD,Nadra,Guizani,,CSE,5324,220,13,0,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5325,1,21,5,0,0,0,0,0,0,0,0,0,26
2024 - 2025,2025 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,Adly Noore,CSE,5325,2,14,11,1,0,0,0,0,0,0,0,0,26
2024 - 2025,2025 Spring,GRAD,GRAD,Giridhar,Amaravadi,,CSE,5325,3,57,3,0,0,0,0,0,0,0,0,0,60
