Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2024 - 2025,2025 Spring,UGRD,UGRD,Ren-Cang,Li,,MATH,3335,1,8,2,3,1,0,0,0,1,9,0,0,24
2024 - 2025,2025 Spring,UGRD,UGRD,Andrzej,Korzeniowski,,MATH,4311,1,18,5,1,0,0,0,0,1,3,0,0,28
2024 - 2025,2025 Spring,UGRD,UGRD,Mei,Yang,,MATH,4313,1,2,4,6,0,0,0,0,1,1,0,0,14
2024 - 2025,2025 Spring,UGRD,UGRD,Daniel,Warren,,MATH,4314,1,9,3,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,Michaela,Vancliff,,MATH,4321,1,1,4,0,3,1,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Merlynd,Nestell,,MATH,4324,1,5,2,11,0,0,0,0,1,3,0,0,22
2024 - 2025,2025 Spring,UGRD,UGRD,Barbara,Shipman,,MATH,4335,1,3,9,4,2,1,0,0,1,2,0,0,22
2024 - 2025,2025 Spring,UGRD,UGRD,Mark,Krasij,,MATH,4351,1,4,4,2,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Barbara,Shipman,,MATH,4391,2,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Daniel,Warren,,MATH,4391,4,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,UGRD,GRAD,Yue,Liu,,MATH,5317,1,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,UGRD,GRAD,Tuncay,Aktosun,,MATH,5322,1,19,0,0,0,0,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,UGRD,GRAD,David,Jorgensen,,MATH,5329,1,11,1,0,0,0,0,0,0,1,0,0,13
2024 - 2025,2025 Spring,UGRD,GRAD,Dimitar,Grantcharov,,MATH,5331,1,9,2,3,0,1,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,UGRD,GRAD,Souvik,Roy,,MATH,5364,1,16,0,0,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,UGRD,GRAD,Daejong,Kim,,ME,5302,1,5,0,0,0,0,0,0,0,1,0,0,6
2024 - 2025,2025 Spring,UGRD,GRAD,Hyejin,Moon,,ME,5321,1,6,4,0,0,0,0,0,0,1,0,0,11
2024 - 2025,2025 Spring,UGRD,GRAD,Seiichi,Nomura,,ME,5332,4,11,17,2,0,0,0,0,0,0,0,0,30
2024 - 2025,2025 Spring,UGRD,GRAD,Michael,Bozlar,,ME,5349,1,7,5,2,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,UGRD,GRAD,Dereje,Agonafer,,ME,5353,1,20,0,0,0,0,0,0,0,0,0,0,20
2024 - 2025,2025 Spring,UGRD,GRAD,Sunand,Santhanagopalan,,ME,5382,1,15,4,0,0,0,0,0,0,0,0,0,19
2024 - 2025,2025 Spring,UGRD,UGRD,Darrell,Aiken,,MILS,180,1,14,1,0,0,0,0,0,0,2,0,0,17
2024 - 2025,2025 Spring,UGRD,UGRD,Jeremy,Bland,,MILS,180,2,18,0,0,0,0,0,0,1,0,0,0,19
2024 - 2025,2025 Spring,UGRD,UGRD,James,Ross,,MILS,180,3,13,0,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,UGRD,UGRD,Gregory,LeClair,,MILS,180,4,14,0,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,UGRD,UGRD,Darrell,Aiken,,MILS,1112,1,15,1,1,0,0,0,0,0,2,0,0,19
2024 - 2025,2025 Spring,UGRD,UGRD,Darrell,Aiken,,MILS,1142,1,14,0,4,0,0,0,0,0,2,0,0,20
2024 - 2025,2025 Spring,UGRD,UGRD,Jeremy,Bland,,MILS,2122,1,15,0,0,0,0,0,0,1,0,0,0,16
2024 - 2025,2025 Spring,UGRD,UGRD,Jeremy,Bland,,MILS,2252,1,16,0,0,0,0,0,0,1,0,0,0,17
2024 - 2025,2025 Spring,UGRD,UGRD,James,Ross,,MILS,3132,1,13,0,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,UGRD,UGRD,James,Ross,,MILS,3342,1,13,0,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,UGRD,UGRD,Gregory,LeClair,,MILS,4142,1,12,0,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,Gregory,LeClair,,MILS,4342,1,14,0,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,UGRD,UGRD,Szu-Yen,Liang,,MODL,2301,1,7,6,0,1,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,UGRD,UGRD,Katarzyna,Stachowiak-Szymczak,,MODL,4347,1,5,1,0,0,0,0,0,0,1,0,0,7
2024 - 2025,2025 Spring,UGRD,UGRD,Cynthia,Laborde,,MODL,4393,1,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Di,Zhang,,MSE,3300,1,3,1,1,0,0,0,0,0,2,0,0,7
2024 - 2025,2025 Spring,UGRD,UGRD,Peter,Rioux,,MUSI,10,1,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Jing,Tam,,MUSI,10,2,0,0,0,0,1,0,9,1,0,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Marisa Ann,Colon Corsino,,MUSI,10,3,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,David,Grogan,,MUSI,10,4,0,0,0,0,1,0,10,0,0,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,John,Solomons,,MUSI,10,6,0,0,0,0,0,0,6,0,0,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Elizabeth,Elsner,,MUSI,10,8,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,UGRD,UGRD,Cathy,Forbes,,MUSI,10,9,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,UGRD,UGRD,Nola,Preston,,MUSI,10,14,0,0,0,0,0,0,12,1,0,0,0,13
2024 - 2025,2025 Spring,UGRD,UGRD,Hannah,Chiasson,,MUSI,10,16,0,0,0,0,0,0,11,0,0,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Mike,Nguyen,,MUSI,10,17,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Morrison,,MUSI,10,20,0,0,0,0,0,0,14,0,0,0,0,14
2024 - 2025,2025 Spring,UGRD,UGRD,Rickey,Bogard,,MUSI,10,21,0,0,0,0,1,0,8,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Gerald,Wood,,MUSI,10,22,0,0,0,0,0,0,6,0,0,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Jacob,Muzquiz,,MUSI,10,23,0,0,0,0,0,0,11,0,0,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Edward,Jones,,MUSI,10,24,0,0,0,0,0,0,6,0,0,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Donald,Bruce,,MUSI,10,25,0,0,0,0,0,0,7,0,0,0,0,7
2024 - 2025,2025 Spring,UGRD,UGRD,Steven,Eldridge,,MUSI,10,26,0,0,0,0,0,0,18,2,0,0,0,20
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Curcuruto,,MUSI,10,50,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Jessica,Ferring Glenn,,MUSI,10,60,0,0,0,0,0,0,9,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Julie,Coggiola,,MUSI,10,81,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,UGRD,UGRD,Whitney,Alger,,MUSI,10,81,0,0,0,0,0,0,8,0,0,0,0,8
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Evans,,MUSI,102,1,47,0,0,0,0,0,0,0,0,0,0,47
2024 - 2025,2025 Spring,UGRD,UGRD,Douglas,Stotter,,MUSI,102,1,47,0,0,0,0,0,0,0,0,0,0,47
2024 - 2025,2025 Spring,UGRD,UGRD,Martha,Walvoord,,MUSI,102,1,47,0,0,0,0,0,0,0,0,0,0,47
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Evans,,MUSI,103,1,50,1,0,0,0,0,0,2,0,0,0,53
2024 - 2025,2025 Spring,UGRD,UGRD,Karen,Kenaston-French,,MUSI,104,1,39,0,0,0,0,0,0,0,0,0,0,39
2024 - 2025,2025 Spring,UGRD,UGRD,John,Wayman,,MUSI,108,1,51,2,0,0,0,0,0,2,3,0,0,58
2024 - 2025,2025 Spring,UGRD,UGRD,Timothy,Ishii,,MUSI,112,1,14,0,0,0,0,0,0,0,0,0,0,14
2024 - 2025,2025 Spring,UGRD,UGRD,Thomas,Burchill,,MUSI,113,1,6,1,0,0,2,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Steven,Eldridge,,MUSI,114,1,14,0,0,0,0,0,0,1,0,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Nadeau,,MUSI,114,2,9,0,0,0,0,0,0,1,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Curcuruto,,MUSI,115,1,14,0,0,0,0,0,0,0,1,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Morrison,,MUSI,116,1,21,0,0,0,0,0,0,0,0,0,0,21
2024 - 2025,2025 Spring,UGRD,UGRD,Jacob,Muzquiz,,MUSI,117,1,9,0,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Hannah,Chiasson,,MUSI,124,1,6,0,0,0,0,0,0,1,0,0,0,7
2024 - 2025,2025 Spring,UGRD,UGRD,Mike,Nguyen,,MUSI,125,1,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,UGRD,UGRD,Clifton,Evans,,MUSI,128,1,56,4,0,0,0,0,0,0,0,0,0,60
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Evans,,MUSI,130,1,51,4,1,0,0,0,0,2,0,0,0,58
2024 - 2025,2025 Spring,UGRD,UGRD,Joe,Moore,,MUSI,131,1,6,0,0,0,0,0,0,1,1,0,0,8
2024 - 2025,2025 Spring,UGRD,UGRD,Joe,Moore,,MUSI,131,2,8,0,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Evans,,MUSI,132,1,51,0,0,0,0,0,0,0,0,0,0,51
2024 - 2025,2025 Spring,UGRD,UGRD,Dazheng,Zhu,,MUSI,174,2,6,1,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,UGRD,UGRD,Pamela,Dawson,,MUSI,1105,1,10,8,3,3,1,0,0,0,2,0,0,27
2024 - 2025,2025 Spring,UGRD,UGRD,Joseph,Dolkos,,MUSI,1106,1,7,3,1,0,0,0,0,0,1,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Morrison,,MUSI,1107,1,19,1,0,0,0,0,0,0,0,0,0,20
2024 - 2025,2025 Spring,UGRD,UGRD,Dazheng,Zhu,,MUSI,1181,1,11,1,0,0,1,0,0,1,1,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Astrid,Morales Torres,,MUSI,1181,2,14,0,0,0,0,0,0,1,0,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Dazheng,Zhu,,MUSI,1181,3,10,0,0,0,2,0,0,0,1,0,0,13
2024 - 2025,2025 Spring,UGRD,UGRD,Astrid,Morales Torres,,MUSI,1183,1,7,0,0,0,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,UGRD,UGRD,Veronica,Schramm,,MUSI,1186,1,2,3,3,0,1,0,0,1,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Klaudia,Cop-Akin,,MUSI,1186,2,3,4,2,0,3,0,0,0,1,0,0,13
2024 - 2025,2025 Spring,UGRD,UGRD,Klaudia,Cop-Akin,,MUSI,1186,3,4,3,3,1,1,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,Veronica,Schramm,,MUSI,1186,4,3,4,1,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,UGRD,UGRD,Jing,Tam,,MUSI,1241,1,4,1,0,0,0,0,0,1,0,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Melissa,Bosma,,MUSI,1300,1,13,0,0,0,0,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,UGRD,UGRD,Mike,Nguyen,,MUSI,1300,1,74,27,6,3,17,0,0,0,2,0,0,129
2024 - 2025,2025 Spring,UGRD,UGRD,Mike,Nguyen,,MUSI,1300,2,56,14,7,1,1,0,0,0,0,0,0,79
2024 - 2025,2025 Spring,UGRD,UGRD,Melissa,Bosma,,MUSI,1300,3,155,52,18,3,9,0,0,2,6,0,0,245
2024 - 2025,2025 Spring,UGRD,UGRD,Sergio,Espinosa,,MUSI,1300,4,22,3,1,0,0,0,0,0,0,0,0,26
2024 - 2025,2025 Spring,UGRD,UGRD,Joe,Moore,,MUSI,1300,5,198,28,3,4,6,0,0,0,3,0,0,242
2024 - 2025,2025 Spring,UGRD,UGRD,Melissa,Bosma,,MUSI,1300,6,48,21,2,4,3,0,0,2,0,0,0,80
2024 - 2025,2025 Spring,UGRD,UGRD,Stockton,Helbing,,MUSI,1302,1,58,26,19,6,11,0,0,1,2,0,0,123
2024 - 2025,2025 Spring,UGRD,UGRD,Eugene,Shelton,,MUSI,1303,1,74,16,2,0,1,0,0,1,5,0,0,99
2024 - 2025,2025 Spring,UGRD,UGRD,Klaudia,Cop-Akin,,MUSI,1324,1,4,5,3,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,Graham,Hunt,,MUSI,1326,1,7,4,4,0,1,0,0,1,0,0,0,17
2024 - 2025,2025 Spring,UGRD,UGRD,Graham,Hunt,,MUSI,1326,2,11,1,3,0,2,0,0,0,0,0,0,17
2024 - 2025,2025 Spring,UGRD,UGRD,Veronica,Schramm,,MUSI,1326,3,6,2,2,0,1,0,0,1,0,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Morrison,,MUSI,2102,1,11,0,0,0,0,0,0,0,0,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Margaret,Brown,,MUSI,2103,1,1,2,4,0,2,0,0,1,1,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Joe,Moore,,MUSI,2104,1,4,4,2,0,0,0,0,0,1,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Nadeau,,MUSI,2104,2,6,2,0,0,2,0,0,1,1,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,John,Wayman,,MUSI,2112,1,29,3,0,0,3,0,0,1,2,0,0,38
2024 - 2025,2025 Spring,UGRD,UGRD,Jocelyn,Hansen,,MUSI,2141,6,9,0,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Astrid,Morales Torres,,MUSI,2181,1,15,0,0,0,0,0,0,1,0,0,0,16
2024 - 2025,2025 Spring,UGRD,UGRD,Dazheng,Zhu,,MUSI,2181,2,8,1,0,0,0,0,0,0,2,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Astrid,Morales Torres,,MUSI,2181,3,9,0,0,0,0,0,0,0,0,0,0,9
2024 - 2025,2025 Spring,UGRD,UGRD,Astrid,Morales Torres,,MUSI,2181,4,12,0,0,0,0,0,0,0,0,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,Sean,Morrison,,MUSI,2186,1,7,3,0,0,0,0,0,0,1,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Jesse,Maker,,MUSI,2186,2,0,4,6,2,1,0,0,1,1,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Jesse,Maker,,MUSI,2186,3,3,3,2,1,1,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Sean,Morrison,,MUSI,2186,4,9,6,0,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Jesse,Maker,,MUSI,2227,1,5,3,4,1,1,0,0,0,2,0,0,16
2024 - 2025,2025 Spring,UGRD,UGRD,Karen,Draves,,MUSI,2300,1,41,8,6,2,8,0,0,0,4,0,0,69
2024 - 2025,2025 Spring,UGRD,UGRD,Brian,Mulholland,,MUSI,2301,1,61,36,12,10,11,0,0,1,1,0,0,132
2024 - 2025,2025 Spring,UGRD,UGRD,Klaudia,Cop-Akin,,MUSI,2326,1,6,2,0,0,0,0,0,0,0,0,0,8
2024 - 2025,2025 Spring,UGRD,UGRD,Klaudia,Cop-Akin,,MUSI,2326,2,5,4,3,0,1,0,0,1,1,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Sean,Morrison,,MUSI,2326,3,8,3,3,0,1,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Klaudia,Cop-Akin,,MUSI,2326,4,6,5,1,0,2,0,0,0,1,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Jessica,Ferring Glenn,,MUSI,3101,1,14,1,1,0,0,0,0,1,0,0,0,17
2024 - 2025,2025 Spring,UGRD,UGRD,Thomas,Burchill,,MUSI,3125,1,15,1,0,0,0,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Morrison,,MUSI,3125,2,12,2,0,0,2,0,0,0,0,0,0,16
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Evans,,MUSI,3200,1,6,4,2,0,0,0,0,0,2,0,0,14
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Morrison,,MUSI,3212,1,9,1,0,0,0,0,0,0,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Sean,Morrison,,MUSI,3301,1,7,3,2,0,1,0,0,0,0,0,0,13
2024 - 2025,2025 Spring,UGRD,UGRD,Sean,Morrison,,MUSI,3301,2,15,11,11,0,1,0,0,0,0,0,0,38
2024 - 2025,2025 Spring,UGRD,UGRD,Jannette,Anderson,,MUSI,3316,1,20,6,3,0,2,0,0,2,0,0,0,33
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Korson,,MUSI,3320,1,19,3,1,0,0,0,0,0,1,0,0,24
2024 - 2025,2025 Spring,UGRD,UGRD,William,Townsley,,MUSI,3322,1,21,0,0,0,0,0,0,0,0,0,0,21
2024 - 2025,2025 Spring,UGRD,UGRD,Brian,Mulholland,,MUSI,3323,1,19,3,3,0,1,0,0,0,1,0,0,27
2024 - 2025,2025 Spring,UGRD,UGRD,Joe,Moore,,MUSI,3394,1,11,6,2,0,0,0,0,1,2,0,0,22
2024 - 2025,2025 Spring,UGRD,UGRD,William,Townsley,,MUSI,3397,1,15,6,3,0,0,0,0,0,0,0,0,24
2024 - 2025,2025 Spring,UGRD,UGRD,Hannah,Chiasson,,MUSI,4111,16,5,1,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Diane,Lange,,MUSI,4117,1,16,4,3,1,0,0,0,0,0,0,0,24
2024 - 2025,2025 Spring,UGRD,UGRD,Astrid,Morales Torres,,MUSI,4205,1,9,0,0,0,0,0,0,1,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Diane,Lange,,MUSI,4211,1,5,2,2,0,0,0,0,1,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Diane,Lange,,MUSI,4211,2,11,4,0,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Russell,Sanders,,MUSI,4213,1,20,3,1,0,0,0,0,0,0,0,0,24
2024 - 2025,2025 Spring,UGRD,UGRD,John,Wayman,,MUSI,4214,1,3,3,0,1,0,0,0,0,0,0,0,7
2024 - 2025,2025 Spring,UGRD,UGRD,Hannah,Chiasson,,MUSI,4291,18,3,1,0,0,1,0,0,0,1,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Gerald,Wood,,MUSI,4291,22,6,0,0,0,0,0,0,0,0,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Jesse,Maker,,MUSI,4301,1,8,5,11,1,4,0,0,0,1,0,0,30
2024 - 2025,2025 Spring,UGRD,UGRD,Ryan,Haines,,MUSI,4302,1,5,0,0,0,0,0,0,0,1,0,0,6
2024 - 2025,2025 Spring,UGRD,UGRD,Christopher,Evans,,MUSI,4308,1,9,1,3,0,0,0,0,0,2,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Karen,Kenaston-French,,MUSI,4309,1,5,3,2,0,0,0,0,1,0,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Korson,,MUSI,4326,1,5,4,2,1,0,0,0,0,2,0,0,14
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Korson,,MUSI,4390,1,9,3,2,1,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,Michael,Korson,,MUSI,4390,2,10,4,1,0,0,0,0,0,0,0,0,15
2024 - 2025,2025 Spring,UGRD,UGRD,William,Townsley,,MUSI,4395,1,0,0,0,0,1,0,10,0,1,0,0,12
2024 - 2025,2025 Spring,UGRD,UGRD,Ahmad,Hamdan,,NURS,2232,1,27,3,1,0,0,0,0,0,0,0,0,31
2024 - 2025,2025 Spring,UGRD,UGRD,Christine,Roberts,,NURS,2232,1,27,3,1,0,0,0,0,0,0,0,0,31
2024 - 2025,2025 Spring,UGRD,UGRD,Cecilia,Flores,,NURS,3100,1,0,0,0,0,0,0,10,0,0,0,0,10
2024 - 2025,2025 Spring,UGRD,UGRD,Cecilia,Flores,,NURS,3200,1,0,0,0,0,0,0,11,0,0,0,0,11
2024 - 2025,2025 Spring,UGRD,UGRD,Thomas,Dombrowsky,Adejoke Ogidan,NURS,3261,1,45,1,3,0,0,0,0,0,0,0,0,49
2024 - 2025,2025 Spring,UGRD,UGRD,Laura,Hixon,Adejoke Ogidan,NURS,3261,2,68,3,0,0,0,0,0,0,0,0,0,71
2024 - 2025,2025 Spring,UGRD,UGRD,Adejoke,Ogidan,,NURS,3261,72,63,6,2,0,0,0,0,0,0,0,0,71
2024 - 2025,2025 Spring,UGRD,UGRD,Adejoke,Ogidan,,NURS,3261,600,218,29,2,0,0,0,0,0,1,0,0,250
2024 - 2025,2025 Spring,UGRD,UGRD,Sandra,Westmoreland,,NURS,3309,72,91,24,5,1,2,0,0,0,2,0,0,125
2024 - 2025,2025 Spring,UGRD,UGRD,Tricia,Clayton,Sandra Westmoreland,NURS,3309,73,105,18,1,0,1,0,0,0,0,0,0,125
2024 - 2025,2025 Spring,UGRD,UGRD,Alyssa,Peterson,Sandra Westmoreland,NURS,3309,74,83,28,8,2,0,0,0,1,2,0,0,124
2024 - 2025,2025 Spring,UGRD,UGRD,Crystal,Rahman,Sandra Westmoreland,NURS,3309,75,71,29,13,1,2,0,0,1,5,0,0,122
2024 - 2025,2025 Spring,UGRD,UGRD,Sandra,Westmoreland,,NURS,3309,500,128,44,16,3,5,0,0,1,1,0,0,198
2024 - 2025,2025 Spring,UGRD,UGRD,Sandra,Westmoreland,,NURS,3309,501,131,50,15,2,5,0,0,1,7,0,0,211
2024 - 2025,2025 Spring,UGRD,UGRD,Rebecca,Rountree,,NURS,3315,500,184,24,3,0,2,0,0,0,1,0,0,214
2024 - 2025,2025 Spring,UGRD,UGRD,Rebecca,Rountree,,NURS,3315,501,180,6,4,0,2,0,0,1,1,0,0,194
2024 - 2025,2025 Spring,UGRD,UGRD,Deana,Furr,,NURS,3315,502,169,21,1,0,1,0,0,0,1,0,0,193
2024 - 2025,2025 Spring,UGRD,UGRD,Rebecca,Rountree,,NURS,3315,502,169,21,1,0,1,0,0,0,1,0,0,193
2024 - 2025,2025 Spring,UGRD,UGRD,Laura,Hixon,,NURS,3320,1,8,54,32,8,0,0,0,3,3,0,0,108
2024 - 2025,2025 Spring,UGRD,UGRD,Laura,Hixon,,NURS,3320,2,7,40,22,3,0,0,0,2,5,0,0,79
2024 - 2025,2025 Spring,UGRD,UGRD,Ann,Birka,,NURS,3320,600,108,151,17,1,1,0,0,2,4,0,0,284
2024 - 2025,2025 Spring,UGRD,UGRD,Maxine,Adegbola,Thomas Dombrowsky,NURS,3321,1,48,19,3,0,0,0,0,0,0,0,0,70
2024 - 2025,2025 Spring,UGRD,UGRD,Thomas,Dombrowsky,,NURS,3321,2,22,23,1,0,0,0,0,0,0,0,0,46
2024 - 2025,2025 Spring,UGRD,UGRD,Thomas,Dombrowsky,,NURS,3321,72,38,33,0,0,0,0,0,0,0,0,0,71
2024 - 2025,2025 Spring,UGRD,UGRD,Thomas,Dombrowsky,,NURS,3321,600,154,86,10,1,1,0,0,0,0,0,0,252
2024 - 2025,2025 Spring,UGRD,UGRD,Yan,Xiao,,NURS,3322,500,116,5,0,0,1,0,0,0,1,0,0,123
2024 - 2025,2025 Spring,UGRD,UGRD,Yan,Xiao,,NURS,3322,501,86,0,1,0,1,0,0,0,1,0,0,89
2024 - 2025,2025 Spring,UGRD,UGRD,Zhaoli,Liu,,NURS,3322,501,86,0,1,0,1,0,0,0,1,0,0,89
2024 - 2025,2025 Spring,UGRD,UGRD,Adejoke,Ogidan,,NURS,3325,500,105,66,18,4,3,0,0,3,5,0,0,204
2024 - 2025,2025 Spring,UGRD,UGRD,Adejoke,Ogidan,,NURS,3325,501,90,46,14,4,4,0,0,1,3,0,0,162
2024 - 2025,2025 Spring,UGRD,UGRD,Adejoke,Ogidan,,NURS,3325,502,114,87,13,1,5,0,0,0,4,0,0,224
2024 - 2025,2025 Spring,UGRD,UGRD,Fatoumata,Jallow,,NURS,3325,502,114,87,13,1,5,0,0,0,4,0,0,224
2024 - 2025,2025 Spring,UGRD,UGRD,Janelle,Hennes,,NURS,3333,1,72,6,0,0,0,0,0,0,0,0,0,78
2024 - 2025,2025 Spring,UGRD,UGRD,Janelle,Hennes,,NURS,3333,2,73,8,0,0,0,0,0,1,0,0,0,82
2024 - 2025,2025 Spring,UGRD,UGRD,Janelle,Hennes,,NURS,3333,3,74,5,2,0,0,0,0,0,1,0,0,82
2024 - 2025,2025 Spring,UGRD,UGRD,Crystal,Rahman,,NURS,3333,600,73,14,5,0,0,0,0,0,1,0,0,93
2024 - 2025,2025 Spring,UGRD,UGRD,Cynthia,Koomey,,NURS,3335,500,147,55,15,6,2,0,0,0,1,0,0,226
2024 - 2025,2025 Spring,UGRD,UGRD,Cynthia,Koomey,,NURS,3335,501,142,52,14,1,3,0,0,1,4,0,0,217
2024 - 2025,2025 Spring,UGRD,UGRD,Cynthia,Koomey,,NURS,3335,502,123,46,11,0,1,0,0,0,0,0,0,181
2024 - 2025,2025 Spring,UGRD,UGRD,Amy,Hiett,,NURS,3345,500,136,30,7,0,5,0,0,0,1,0,0,179
2024 - 2025,2025 Spring,UGRD,UGRD,Amy,Hiett,,NURS,3345,501,126,31,10,0,4,0,0,5,2,0,0,178
2024 - 2025,2025 Spring,UGRD,UGRD,Amy,Hiett,,NURS,3345,502,157,31,9,0,13,0,0,1,0,0,0,211
2024 - 2025,2025 Spring,UGRD,UGRD,Amy,Hiett,,NURS,3345,506,38,16,1,0,3,0,0,0,2,0,0,60
2024 - 2025,2025 Spring,UGRD,UGRD,Patricia,Allard,,NURS,3352,500,117,20,11,0,0,0,0,0,0,0,0,148
